outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,69,7.509634461770198,6.7699681165850425,8.249300806955354,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,69,6.97691381589426,5.481286169690152,8.47254146209837,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,70,7.012999430174325,6.620608703497011,7.40539015685164,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,70,7.581050304809717,6.614477386107012,8.547623223512423,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,70,6.4941757281777726,4.502782777092458,8.485568679263087,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,70,6.388842013684131,5.307320837995952,7.47036318937231,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,70,7.02579511487975,6.510099761099922,7.541490468659577,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,70,7.790383042783051,7.004226278825001,8.576539806741101,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,70,7.465395398390479,6.721630772156329,8.209160024624628,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,70,6.92351124759373,5.320056343926655,8.526966151260805,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,71,7.012847033991633,6.6075372986277685,7.418156769355498,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,71,7.643987801311334,6.622478675823591,8.665496926799076,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,71,6.356886792880574,4.128999585877848,8.5847739998833,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,71,6.377708926095293,5.29160812673022,7.463809725460366,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,71,7.021025947794949,6.473934824370167,7.568117071219731,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,71,7.814038460672209,6.968820355384336,8.659256565960082,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,71,7.418579304079805,6.670478713215189,8.166679894944421,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,71,6.867996753778367,5.147979970605208,8.588013536951525,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,72,7.01317424428476,6.5934051694281015,7.432943319141418,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,72,7.710041403311767,6.629625748071539,8.790457058551993,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,72,6.212852392626629,3.733706202503549,8.691998582749708,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,72,6.3680237307147864,5.2797037962595565,7.456343665170016,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,72,7.016776521946668,6.435492213358957,7.598060830534379,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,72,7.839424493572362,6.925130777230535,8.753718209914188,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,72,7.369186178838175,6.616099596325011,8.12227276135134,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,72,6.810370334448169,4.965559419956885,8.655181248939455,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,73,7.013981061053706,6.578143821012252,7.449818301095161,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,73,7.779211110811017,6.635991461703456,8.92243075991858,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,73,6.062072527415941,3.317600600713739,8.806544454118143,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,73,6.359786427542614,5.271463436013844,7.448109419071384,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,73,7.013046837334912,6.394873870758633,7.631219803911191,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,73,7.866541141483512,6.8733882981854,8.859693984781623,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,73,7.3172160226655905,6.558037460722437,8.076394584608744,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,73,6.7506319896031375,4.773241925562511,8.728022053643764,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,74,7.01526748429847,6.561698865295114,7.468836103301827,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,74,7.8514969238090835,6.641651426184966,9.0613424214332,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,74,5.904547197248505,2.8812062517555237,8.927888142741486,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,74,6.352997016578775,5.266704017012355,7.439290016145195,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,74,7.009836893959675,6.35217367484486,7.667500113074491,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,74,7.895388404405654,6.813917974775126,8.976858834036182,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,74,7.262668835562048,6.495797896883113,8.029539774240982,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,74,6.688781719243271,4.5714185281728845,8.806144910313657,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,75,7.017033514019055,6.544029962475904,7.490037065562206,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,75,7.926898842305969,6.646680933585243,9.207116751026696,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,75,5.740276402124326,2.424920475429091,9.055632328819565,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,75,6.34765549782327,5.265200088660423,7.430110906986117,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,75,7.007146691820963,6.3074784764643415,7.706814907177584,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,75,7.925966282338794,6.747082269674744,9.104850295002844,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,75,7.2055446175275515,6.428858874106138,7.982230360948965,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,75,6.624819523368572,4.36042734154257,8.889211705194574,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,76,7.01927915021546,6.525108919643646,7.513449380787273,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,76,8.005416866301672,6.651153274037758,9.359680458565586,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,76,5.569260142043404,1.9490486928103037,9.189471591276504,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,76,6.3437618712761,5.266679504342873,7.420844238209327,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,76,7.004976230918773,6.2608766862618745,7.749075775575672,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,76,7.95827477528293,6.67324037763435,9.243309172931507,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,76,7.1458433685621,6.356684589102452,7.9350021480217485,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,76,6.558745401979039,4.140557702840477,8.976933101117602,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,77,7.022004392887683,6.504919092889154,7.539089692886212,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,77,8.087050995796194,6.655138135407062,9.518963856185326,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,77,5.391498417005737,1.453828380938211,9.329168453073262,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,77,6.3413161369372615,5.270817960703461,7.411814313171062,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,77,7.003325511253104,6.21244043451668,7.794210587989528,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,77,7.992313883238061,6.592728949414975,9.391898817061149,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,77,7.083565088665693,6.278741266286225,7.88838891104516,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,77,6.490559355074673,3.912058537308572,9.069060172840777,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,78,7.025209242035725,6.483453190094121,7.566965293977329,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,78,8.17180123078953,6.658700224056093,9.684902237522966,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,78,5.206991227011324,0.93944470961193,9.474537744410718,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,78,6.340318294806757,5.277234126389422,7.403402463224092,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,78,7.002194532823958,6.162240099529776,7.842148966118139,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,78,8.028083606204186,6.505848226082879,9.550318986325491,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,78,7.018709777838328,6.194517759798255,7.842901795878402,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,78,6.420261382655471,3.6751407250350305,9.165382040275912,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,79,7.028893697659587,6.460711822944939,7.597075572374235,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,79,8.259667571281684,6.66189983891518,9.857435303648188,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,79,5.015738572060166,0.406045679263304,9.625431464857028,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,79,6.340768344884587,5.285484237497343,7.396052452271832,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,79,7.001583295631334,6.110335467733107,7.89283112352956,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,79,8.065583944181308,6.412860793865643,9.718307094496971,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,79,6.95127743608001,6.103542157992591,7.799012714167429,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,79,6.347851484721436,3.4299859831637356,9.265716986279136,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,80,7.033057759759268,6.43670170459373,7.629413814924806,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,80,8.350650017272656,6.6647935897849155,10.036506444760397,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,80,4.817740452152265,-0.14625027806906754,9.781731182373598,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,80,6.34266628717075,5.295056963785796,7.390275610555704,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,80,7.001491799675232,6.056778631423464,7.946204967927001,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,80,8.104814897169424,6.313994010908408,9.89563578343044,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,80,6.881268063390735,6.005400476948338,7.757135649833132,Student
